age,SHAP,SHAP_change
0.08,-0.2977100297311015,0.0
0.08,-0.1814749719820517,-0.1162350577490498
0.08,-0.1784353983608309,-0.0030395736212208146
0.08,-0.17726570025220373,-0.0011696981086271596
0.15999999999999992,-0.22561440544117078,0.048348705188967056
0.15999999999999992,-0.10850174055515095,-0.11711266488601983
0.15999999999999992,-0.2532876637608801,0.14478592320572914
0.15999999999999992,-0.2666983836749161,0.013410719914036029
0.15999999999999992,-0.297735000071679,0.031036616396762917
0.15999999999999992,-0.10855802665696361,-0.1891769734147154
0.15999999999999992,-0.20937397887415188,0.10081595221718827
0.15999999999999992,-0.15851239289235797,-0.05086158598179391
0.23999999999999982,-0.2572321445819889,0.09871975168963093
0.23999999999999982,-0.29134723356341585,0.034115088981426955
0.23999999999999982,-0.15594058223485963,-0.13540665132855623
0.23999999999999982,-0.26316205415135924,0.10722147191649961
0.23999999999999982,-0.2436589128790287,-0.01950314127233055
0.23999999999999982,-0.17994316901470528,-0.06371574386432341
0.23999999999999982,-0.15444434433965268,-0.0254988246750526
0.23999999999999982,-0.251395901398065,0.09695155705841232
0.23999999999999982,-0.21261039966697962,-0.03878550173108539
0.23999999999999982,-0.15915794832149557,-0.05345245134548404
0.23999999999999982,-0.1204297554129323,-0.038728192908563275
0.23999999999999982,-0.1532068389988649,0.03277708358593259
0.23999999999999982,-0.25345822581148053,0.10025138681261564
0.23999999999999982,-0.1655324215618016,-0.08792580424967894
0.23999999999999982,-0.2791794772035167,0.11364705564171512
0.3199999999999998,-0.1611643601178748,-0.11801511708564191
0.3199999999999998,-0.11011902163028188,-0.05104533848759292
0.3199999999999998,-0.10919076782504371,-0.0009282538052381717
0.3199999999999998,-0.15752333230813692,0.04833256448309321
0.3199999999999998,-0.14613474486285474,-0.011388587445282178
0.3199999999999998,-0.2341521661294291,0.08801742126657436
0.3199999999999998,-0.2475028106548128,0.013350644525383704
0.3199999999999998,-0.1577667074438057,-0.08973610321100711
0.3199999999999998,-0.15510905910992065,-0.002657648333885043
0.3199999999999998,-0.15352318500284395,-0.0015858741070766957
0.3199999999999998,-0.24378716930752112,0.09026398430467716
0.3199999999999998,-0.27293600272801327,0.029148833420492154
0.3199999999999998,-0.10939799734549578,-0.1635380053825175
0.3199999999999998,-0.15842672053483167,0.04902872318933589
0.3199999999999998,-0.15740857214755,-0.0010181483872816754
0.3199999999999998,-0.15643392984844448,-0.0009746422991055159
0.3199999999999998,-0.2605155147315743,0.10408158488312982
0.3199999999999998,-0.11146844718374517,-0.14904706754782915
0.3199999999999998,-0.16065302870857054,0.04918458152482537
0.3199999999999998,-0.15470438148130908,-0.005948647227261461
0.3199999999999998,-0.15735829045622085,0.002653908974911773
0.3199999999999998,-0.15856106621447177,0.0012027757582509235
0.3199999999999998,-0.2779613917000558,0.11940032548558402
0.3199999999999998,-0.15541980542046385,-0.12254158627959194
0.3199999999999998,-0.11394558136853097,-0.04147422405193288
0.3999999999999997,-0.2594555378571687,0.1455099564886377
0.3999999999999997,-0.1545998050438233,-0.10485573281334537
0.3999999999999997,-0.26874922349968694,0.11414941845586363
0.3999999999999997,-0.1568819605244308,-0.11186726297525615
0.3999999999999997,-0.3429361540827594,0.1860541935583286
0.3999999999999997,-0.1583305432148371,-0.1846056108679223
0.3999999999999997,-0.2336725985692018,0.0753420553543647
0.3999999999999997,-0.10984250847785561,-0.1238300900913462
0.3999999999999997,-0.1573003949155872,0.04745788643773159
0.3999999999999997,-0.26522977257351465,0.10792937765792746
0.3999999999999997,-0.1556295076056267,-0.10960026496788797
0.3999999999999997,-0.18060912401629517,0.02497961641066848
0.3999999999999997,-0.12063082847635123,-0.05997829553994394
0.3999999999999997,-0.25935345545028526,0.13872262697393403
0.3999999999999997,-0.15725619607972907,-0.10209725937055619
0.3999999999999997,-0.22557356046069735,0.06831736438096828
0.3999999999999997,-0.18629225513051753,-0.039281305330179817
0.4799999999999996,-0.21081435100471907,0.024522095874201538
0.4799999999999996,-0.330584693044364,0.11977034203964493
0.4799999999999996,-0.27130557447530396,-0.05927911856906004
0.4799999999999996,-0.15875074421611665,-0.1125548302591873
0.4799999999999996,-0.2521066608805708,0.09335591666445417
0.4799999999999996,-0.2321158499458624,-0.01999081093470842
0.4799999999999996,-0.15688176253741867,-0.07523408740844373
0.4799999999999996,-0.11002703476186691,-0.04685472777555176
